n_lean_fn,pct_asian_bmi_ge23,RIDAGEYR_median,LBXSASSI_median,LBXSATSI_median,LBXPLTSI_median,LBXSGTSI_median,LBXSAL_median,LBXSAPSI_median,LBXSTB_median,LBXSCR_median,LBXSBU_median,LBXSGL_median,LBXSUA_median,LBXGH_median,LBXTR_median,LBDHDD_median,LBXTC_median,TYG_median,BMXBMI_median,BMXWAIST_median,WHTR_median,LBXHGB_median,LBXWBCSI_median,LBXMCVSI_median,LBXRDW_median,LBXMPSI_median,SII_median,DE_RITIS_median,NFS_median,APRI_median,HSI_median
3,66.7,68.0,32.0,30.0,374.0,39.0,4.1,90.0,0.2,0.6,19.0,112.0,5.2,7.9,,46.0,146.0,,23.5,96.8,0.5562913907284769,12.5,7.7,84.9,13.6,7.4,655.3274336283187,1.0666666666666667,-2.5030000000000006,0.25078369905956116,34.4
