FIB4_CAT,LSM_CAT_0,LSM_CAT_1,LSM_CAT_2
0,83.37987008223826,11.407815162623095,5.212314755138673
1,81.77230952547231,10.909900053607558,7.317790420920134
2,56.00187630029879,13.317223419515306,30.68090028018591
