n_masld_nhanes,masld_us_millions,fn_rate_in_lr_pct,fn_rate_ci_lo_pct,fn_rate_ci_hi_pct,fn_pop_us_millions,fn_pop_us_lo_millions,fn_pop_us_hi_millions,nri_vs_nfs,plus_additional_identified_thousands
1998,54.0,16.6,13.5,20.0,8.97,7.27,10.79,0.092,830.0
